,home_games,home_wins,home_draws,home_losses,home_win_rate,home_loss_rate,away_games,away_wins,away_draws,away_losses,away_win_rate,away_loss_rate,total_games,total_wins,total_losses,total_draws,overall_win_rate,overall_loss_rate
Karsiyaka,17.0,5.0,3.0,9.0,0.29411764705882354,0.5294117647058824,17.0,2.0,3.0,12.0,0.11764705882352941,0.7058823529411765,34.0,7.0,21.0,6.0,0.20588235294117646,0.6176470588235294
Waasland-Beveren,81.0,20.0,28.0,33.0,0.24691358024691357,0.4074074074074074,81.0,13.0,16.0,52.0,0.16049382716049382,0.6419753086419753,162.0,33.0,85.0,44.0,0.2037037037037037,0.5246913580246914
Cambuur,65.0,21.0,19.0,25.0,0.3230769230769231,0.38461538461538464,69.0,6.0,14.0,49.0,0.08695652173913043,0.7101449275362319,134.0,27.0,74.0,33.0,0.20149253731343283,0.5522388059701493
Oostende,37.0,11.0,11.0,15.0,0.2972972972972973,0.40540540540540543,33.0,3.0,5.0,25.0,0.09090909090909091,0.7575757575757576,70.0,14.0,40.0,16.0,0.2,0.5714285714285714
Portimonense,30.0,8.0,6.0,16.0,0.26666666666666666,0.5333333333333333,30.0,4.0,8.0,18.0,0.13333333333333333,0.6,60.0,12.0,34.0,14.0,0.2,0.5666666666666667
TOR,15.0,5.0,3.0,7.0,0.3333333333333333,0.4666666666666667,15.0,1.0,4.0,10.0,0.06666666666666667,0.6666666666666666,30.0,6.0,17.0,7.0,0.2,0.5666666666666667
De Graafschap,68.0,18.0,19.0,31.0,0.2647058823529412,0.45588235294117646,68.0,9.0,15.0,44.0,0.1323529411764706,0.6470588235294118,136.0,27.0,75.0,34.0,0.19852941176470587,0.5514705882352942
Elazigspor,48.0,11.0,15.0,22.0,0.22916666666666666,0.4583333333333333,48.0,8.0,7.0,33.0,0.16666666666666666,0.6875,96.0,19.0,55.0,22.0,0.19791666666666666,0.5729166666666666
Grenoble Foot 38,38.0,10.0,12.0,16.0,0.2631578947368421,0.42105263157894735,38.0,5.0,10.0,23.0,0.13157894736842105,0.6052631578947368,76.0,15.0,39.0,22.0,0.19736842105263158,0.5131578947368421
Barnet,92.0,26.0,28.0,38.0,0.2826086956521739,0.41304347826086957,92.0,10.0,34.0,48.0,0.10869565217391304,0.5217391304347826,184.0,36.0,86.0,62.0,0.1956521739130435,0.4673913043478261
KSV Roeselare,31.0,8.0,7.0,16.0,0.25806451612903225,0.5161290322580645,31.0,4.0,5.0,22.0,0.12903225806451613,0.7096774193548387,62.0,12.0,38.0,12.0,0.1935483870967742,0.6129032258064516
Veria,44.0,15.0,11.0,18.0,0.3409090909090909,0.4090909090909091,44.0,2.0,14.0,28.0,0.045454545454545456,0.6363636363636364,88.0,17.0,46.0,25.0,0.19318181818181818,0.5227272727272727
Queens Park Rangers,57.0,15.0,18.0,24.0,0.2631578947368421,0.42105263157894735,57.0,7.0,8.0,42.0,0.12280701754385964,0.7368421052631579,114.0,22.0,66.0,26.0,0.19298245614035087,0.5789473684210527
AC Ajaccio,57.0,16.0,19.0,22.0,0.2807017543859649,0.38596491228070173,57.0,6.0,21.0,30.0,0.10526315789473684,0.5263157894736842,114.0,22.0,52.0,40.0,0.19298245614035087,0.45614035087719296
VfL Bochum,34.0,7.0,10.0,17.0,0.20588235294117646,0.5,34.0,6.0,11.0,17.0,0.17647058823529413,0.5,68.0,13.0,34.0,21.0,0.19117647058823528,0.5
Forest Green,42.0,14.0,14.0,14.0,0.3333333333333333,0.3333333333333333,42.0,2.0,16.0,24.0,0.047619047619047616,0.5714285714285714,84.0,16.0,38.0,30.0,0.19047619047619047,0.4523809523809524
U.Las Palmas,21.0,5.0,9.0,7.0,0.23809523809523808,0.3333333333333333,21.0,3.0,6.0,12.0,0.14285714285714285,0.5714285714285714,42.0,8.0,19.0,15.0,0.19047619047619047,0.4523809523809524
Pro Vercelli,21.0,6.0,4.0,11.0,0.2857142857142857,0.5238095238095238,21.0,2.0,5.0,14.0,0.09523809523809523,0.6666666666666666,42.0,8.0,25.0,9.0,0.19047619047619047,0.5952380952380952
Tamworth,42.0,8.0,20.0,14.0,0.19047619047619047,0.3333333333333333,42.0,8.0,8.0,26.0,0.19047619047619047,0.6190476190476191,84.0,16.0,40.0,28.0,0.19047619047619047,0.47619047619047616
Malaga B,21.0,6.0,5.0,10.0,0.2857142857142857,0.47619047619047616,21.0,2.0,7.0,12.0,0.09523809523809523,0.5714285714285714,42.0,8.0,22.0,12.0,0.19047619047619047,0.5238095238095238
Alicante,21.0,2.0,7.0,12.0,0.09523809523809523,0.5714285714285714,21.0,6.0,4.0,11.0,0.2857142857142857,0.5238095238095238,42.0,8.0,23.0,11.0,0.19047619047619047,0.5476190476190477
Moreirense,32.0,8.0,13.0,11.0,0.25,0.34375,32.0,4.0,9.0,19.0,0.125,0.59375,64.0,12.0,30.0,22.0,0.1875,0.46875
Cremonese,91.0,27.0,36.0,28.0,0.2967032967032967,0.3076923076923077,91.0,7.0,21.0,63.0,0.07692307692307693,0.6923076923076923,182.0,34.0,91.0,57.0,0.18681318681318682,0.5
Cardiff City,19.0,5.0,5.0,9.0,0.2631578947368421,0.47368421052631576,19.0,2.0,4.0,13.0,0.10526315789473684,0.6842105263157895,38.0,7.0,22.0,9.0,0.18421052631578946,0.5789473684210527
Ecija,19.0,4.0,7.0,8.0,0.21052631578947367,0.42105263157894735,19.0,3.0,2.0,14.0,0.15789473684210525,0.7368421052631579,38.0,7.0,22.0,9.0,0.18421052631578946,0.5789473684210527
Lerida,19.0,3.0,8.0,8.0,0.15789473684210525,0.42105263157894735,19.0,4.0,5.0,10.0,0.21052631578947367,0.5263157894736842,38.0,7.0,18.0,13.0,0.18421052631578946,0.47368421052631576
FC Metz,19.0,6.0,4.0,9.0,0.3157894736842105,0.47368421052631576,19.0,1.0,5.0,13.0,0.05263157894736842,0.6842105263157895,38.0,7.0,22.0,9.0,0.18421052631578946,0.5789473684210527
Le Havre AC,19.0,4.0,0.0,15.0,0.21052631578947367,0.7894736842105263,19.0,3.0,5.0,11.0,0.15789473684210525,0.5789473684210527,38.0,7.0,26.0,5.0,0.18421052631578946,0.6842105263157895
US Boulogne Cote D'Opale,19.0,4.0,5.0,10.0,0.21052631578947367,0.5263157894736842,19.0,3.0,5.0,11.0,0.15789473684210525,0.5789473684210527,38.0,7.0,21.0,10.0,0.18421052631578946,0.5526315789473685
Middlesbrough,19.0,5.0,9.0,5.0,0.2631578947368421,0.2631578947368421,19.0,2.0,2.0,15.0,0.10526315789473684,0.7894736842105263,38.0,7.0,20.0,11.0,0.18421052631578946,0.5263157894736842
Panserraikos,30.0,8.0,7.0,15.0,0.26666666666666666,0.5,30.0,3.0,8.0,19.0,0.1,0.6333333333333333,60.0,11.0,34.0,15.0,0.18333333333333332,0.5666666666666667
Bucaspor,17.0,6.0,4.0,7.0,0.35294117647058826,0.4117647058823529,17.0,0.0,4.0,13.0,0.0,0.7647058823529411,34.0,6.0,20.0,8.0,0.17647058823529413,0.5882352941176471
Oldenburg,17.0,5.0,6.0,6.0,0.29411764705882354,0.35294117647058826,17.0,1.0,3.0,13.0,0.058823529411764705,0.7647058823529411,34.0,6.0,19.0,9.0,0.17647058823529413,0.5588235294117647
Siirt Jet-PA,17.0,2.0,5.0,10.0,0.11764705882352941,0.5882352941176471,17.0,4.0,1.0,12.0,0.23529411764705882,0.7058823529411765,34.0,6.0,22.0,6.0,0.17647058823529413,0.6470588235294118
Den Bosch,34.0,9.0,12.0,13.0,0.2647058823529412,0.38235294117647056,34.0,3.0,8.0,23.0,0.08823529411764706,0.6764705882352942,68.0,12.0,36.0,20.0,0.17647058823529413,0.5294117647058824
Eintracht Braunschweig,17.0,5.0,3.0,9.0,0.29411764705882354,0.5294117647058824,17.0,1.0,4.0,12.0,0.058823529411764705,0.7058823529411765,34.0,6.0,21.0,7.0,0.17647058823529413,0.6176470588235294
FC Vaduz,54.0,10.0,21.0,23.0,0.18518518518518517,0.42592592592592593,54.0,9.0,11.0,34.0,0.16666666666666666,0.6296296296296297,108.0,19.0,57.0,32.0,0.17592592592592593,0.5277777777777778
Lierse SK,63.0,15.0,29.0,19.0,0.23809523809523808,0.30158730158730157,63.0,7.0,14.0,42.0,0.1111111111111111,0.6666666666666666,126.0,22.0,61.0,43.0,0.1746031746031746,0.48412698412698413
Eupen,15.0,3.0,3.0,9.0,0.2,0.6,15.0,2.0,5.0,8.0,0.13333333333333333,0.5333333333333333,30.0,5.0,17.0,8.0,0.16666666666666666,0.5666666666666667
Trofense,30.0,6.0,10.0,14.0,0.2,0.4666666666666667,30.0,4.0,6.0,20.0,0.13333333333333333,0.6666666666666666,60.0,10.0,34.0,16.0,0.16666666666666666,0.5666666666666667
Feirense,30.0,6.0,14.0,10.0,0.2,0.3333333333333333,30.0,4.0,4.0,22.0,0.13333333333333333,0.7333333333333333,60.0,10.0,32.0,18.0,0.16666666666666666,0.5333333333333333
Ourense,21.0,6.0,3.0,12.0,0.2857142857142857,0.5714285714285714,21.0,1.0,3.0,17.0,0.047619047619047616,0.8095238095238095,42.0,7.0,29.0,6.0,0.16666666666666666,0.6904761904761905
Catanzaro,21.0,5.0,5.0,11.0,0.23809523809523808,0.5238095238095238,21.0,2.0,2.0,17.0,0.09523809523809523,0.8095238095238095,42.0,7.0,28.0,7.0,0.16666666666666666,0.6666666666666666
KAS Eupen,15.0,3.0,3.0,9.0,0.2,0.6,15.0,2.0,5.0,8.0,0.13333333333333333,0.5333333333333333,30.0,5.0,17.0,8.0,0.16666666666666666,0.5666666666666667
Arouca,12.0,2.0,2.0,8.0,0.16666666666666666,0.6666666666666666,12.0,2.0,4.0,6.0,0.16666666666666666,0.5,24.0,4.0,14.0,6.0,0.16666666666666666,0.5833333333333334
Gubbio,21.0,6.0,7.0,8.0,0.2857142857142857,0.38095238095238093,21.0,1.0,4.0,16.0,0.047619047619047616,0.7619047619047619,42.0,7.0,24.0,11.0,0.16666666666666666,0.5714285714285714
Savoia,19.0,5.0,8.0,6.0,0.2631578947368421,0.3157894736842105,19.0,1.0,3.0,15.0,0.05263157894736842,0.7894736842105263,38.0,6.0,21.0,11.0,0.15789473684210525,0.5526315789473685
Fermana,19.0,6.0,6.0,7.0,0.3157894736842105,0.3684210526315789,19.0,0.0,5.0,14.0,0.0,0.7368421052631579,38.0,6.0,21.0,11.0,0.15789473684210525,0.5526315789473685
Reggio Calabria,19.0,3.0,9.0,7.0,0.15789473684210525,0.3684210526315789,19.0,3.0,4.0,12.0,0.15789473684210525,0.631578947368421,38.0,6.0,19.0,13.0,0.15789473684210525,0.5
Ajaccio GFCO,19.0,3.0,7.0,9.0,0.15789473684210525,0.47368421052631576,19.0,3.0,3.0,13.0,0.15789473684210525,0.6842105263157895,38.0,6.0,22.0,10.0,0.15789473684210525,0.5789473684210527
RSL,16.0,5.0,3.0,8.0,0.3125,0.5,16.0,0.0,2.0,14.0,0.0,0.875,32.0,5.0,22.0,5.0,0.15625,0.6875
Geel,17.0,4.0,6.0,7.0,0.23529411764705882,0.4117647058823529,17.0,1.0,7.0,9.0,0.058823529411764705,0.5294117647058824,34.0,5.0,16.0,13.0,0.14705882352941177,0.47058823529411764
Levadiakos,17.0,5.0,1.0,11.0,0.29411764705882354,0.6470588235294118,17.0,0.0,4.0,13.0,0.0,0.7647058823529411,34.0,5.0,24.0,5.0,0.14705882352941177,0.7058823529411765
Roosendaal,51.0,6.0,14.0,31.0,0.11764705882352941,0.6078431372549019,51.0,9.0,4.0,38.0,0.17647058823529413,0.7450980392156863,102.0,15.0,69.0,18.0,0.14705882352941177,0.6764705882352942
Chaves,17.0,4.0,7.0,6.0,0.23529411764705882,0.35294117647058826,17.0,1.0,3.0,13.0,0.058823529411764705,0.7647058823529411,34.0,5.0,19.0,10.0,0.14705882352941177,0.5588235294117647
Hacettepespor,17.0,5.0,2.0,10.0,0.29411764705882354,0.5882352941176471,17.0,0.0,5.0,12.0,0.0,0.7058823529411765,34.0,5.0,22.0,7.0,0.14705882352941177,0.6470588235294118
Dordrecht,17.0,4.0,5.0,8.0,0.23529411764705882,0.47058823529411764,17.0,1.0,5.0,11.0,0.058823529411764705,0.6470588235294118,34.0,5.0,19.0,10.0,0.14705882352941177,0.5588235294117647
Trikala,17.0,3.0,5.0,9.0,0.17647058823529413,0.5294117647058824,17.0,2.0,1.0,14.0,0.11764705882352941,0.8235294117647058,34.0,5.0,23.0,6.0,0.14705882352941177,0.6764705882352942
Ethnikos Piraeus,34.0,7.0,8.0,19.0,0.20588235294117646,0.5588235294117647,34.0,3.0,3.0,28.0,0.08823529411764706,0.8235294117647058,68.0,10.0,47.0,11.0,0.14705882352941177,0.6911764705882353
FC Penafiel,17.0,3.0,3.0,11.0,0.17647058823529413,0.6470588235294118,17.0,2.0,4.0,11.0,0.11764705882352941,0.6470588235294118,34.0,5.0,22.0,7.0,0.14705882352941177,0.6470588235294118
ES Troyes AC,38.0,7.0,15.0,16.0,0.18421052631578946,0.42105263157894735,38.0,4.0,7.0,27.0,0.10526315789473684,0.7105263157894737,76.0,11.0,43.0,22.0,0.14473684210526316,0.5657894736842105
Orlando,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,4.0,0.0,2.0,2.0,0.0,0.5,7.0,1.0,3.0,3.0,0.14285714285714285,0.42857142857142855
Epinal,21.0,5.0,4.0,12.0,0.23809523809523808,0.5714285714285714,21.0,1.0,4.0,16.0,0.047619047619047616,0.7619047619047619,42.0,6.0,28.0,8.0,0.14285714285714285,0.6666666666666666
Aves,32.0,7.0,9.0,16.0,0.21875,0.5,32.0,2.0,8.0,22.0,0.0625,0.6875,64.0,9.0,38.0,17.0,0.140625,0.59375
Akratitos,15.0,3.0,4.0,8.0,0.2,0.5333333333333333,15.0,1.0,2.0,12.0,0.06666666666666667,0.8,30.0,4.0,20.0,6.0,0.13333333333333333,0.6666666666666666
Doxa Dramas,15.0,3.0,4.0,8.0,0.2,0.5333333333333333,15.0,1.0,1.0,13.0,0.06666666666666667,0.8666666666666667,30.0,4.0,21.0,5.0,0.13333333333333333,0.7
Kallithea,15.0,4.0,5.0,6.0,0.26666666666666666,0.4,15.0,0.0,3.0,12.0,0.0,0.8,30.0,4.0,18.0,8.0,0.13333333333333333,0.6
Zeytinburnu,34.0,8.0,7.0,19.0,0.23529411764705882,0.5588235294117647,34.0,1.0,7.0,26.0,0.029411764705882353,0.7647058823529411,68.0,9.0,45.0,14.0,0.1323529411764706,0.6617647058823529
Dunfermline Athletic,19.0,1.0,7.0,11.0,0.05263157894736842,0.5789473684210527,19.0,4.0,3.0,12.0,0.21052631578947367,0.631578947368421,38.0,5.0,23.0,10.0,0.13157894736842105,0.6052631578947368
C. Sangro,19.0,2.0,10.0,7.0,0.10526315789473684,0.3684210526315789,19.0,3.0,5.0,11.0,0.15789473684210525,0.5789473684210527,38.0,5.0,18.0,15.0,0.13157894736842105,0.47368421052631576
CHV,16.0,3.0,2.0,11.0,0.1875,0.6875,16.0,1.0,4.0,11.0,0.0625,0.6875,32.0,4.0,22.0,6.0,0.125,0.6875
SpVgg Greuther Fürth,17.0,0.0,4.0,13.0,0.0,0.7647058823529411,17.0,4.0,5.0,8.0,0.23529411764705882,0.47058823529411764,34.0,4.0,21.0,9.0,0.11764705882352941,0.6176470588235294
Como,17.0,3.0,7.0,7.0,0.17647058823529413,0.4117647058823529,17.0,1.0,5.0,11.0,0.058823529411764705,0.6470588235294118,34.0,4.0,18.0,12.0,0.11764705882352941,0.5294117647058824
FC Dordrecht,17.0,3.0,4.0,10.0,0.17647058823529413,0.5882352941176471,17.0,1.0,4.0,12.0,0.058823529411764705,0.7058823529411765,34.0,4.0,22.0,8.0,0.11764705882352941,0.6470588235294118
DSC Arminia Bielefeld,17.0,2.0,8.0,7.0,0.11764705882352941,0.4117647058823529,17.0,2.0,8.0,7.0,0.11764705882352941,0.4117647058823529,34.0,4.0,14.0,16.0,0.11764705882352941,0.4117647058823529
Regensburg,17.0,2.0,4.0,11.0,0.11764705882352941,0.6470588235294118,17.0,2.0,3.0,12.0,0.11764705882352941,0.7058823529411765,34.0,4.0,23.0,7.0,0.11764705882352941,0.6764705882352942
Sete,19.0,4.0,7.0,8.0,0.21052631578947367,0.42105263157894735,19.0,0.0,4.0,15.0,0.0,0.7894736842105263,38.0,4.0,23.0,11.0,0.10526315789473684,0.6052631578947368
Thrasyvoulos,15.0,1.0,4.0,10.0,0.06666666666666667,0.6666666666666666,15.0,2.0,1.0,12.0,0.13333333333333333,0.8,30.0,3.0,22.0,5.0,0.1,0.7333333333333333
Ad. Demirspor,17.0,3.0,4.0,10.0,0.17647058823529413,0.5882352941176471,17.0,0.0,2.0,15.0,0.0,0.8823529411764706,34.0,3.0,25.0,6.0,0.08823529411764706,0.7352941176470589
FSV Frankfurt,17.0,2.0,3.0,12.0,0.11764705882352941,0.7058823529411765,17.0,1.0,3.0,13.0,0.058823529411764705,0.7647058823529411,34.0,3.0,25.0,6.0,0.08823529411764706,0.7352941176470589
AC Arles-Avignon,19.0,2.0,6.0,11.0,0.10526315789473684,0.5789473684210527,19.0,1.0,5.0,13.0,0.05263157894736842,0.6842105263157895,38.0,3.0,24.0,11.0,0.07894736842105263,0.631578947368421
Córdoba CF,19.0,1.0,6.0,12.0,0.05263157894736842,0.631578947368421,19.0,2.0,5.0,12.0,0.10526315789473684,0.631578947368421,38.0,3.0,24.0,11.0,0.07894736842105263,0.631578947368421
CA Bastia,14.0,0.0,8.0,6.0,0.0,0.42857142857142855,18.0,2.0,4.0,12.0,0.1111111111111111,0.6666666666666666,32.0,2.0,18.0,12.0,0.0625,0.5625
Sevilla B,21.0,2.0,9.0,10.0,0.09523809523809523,0.47619047619047616,21.0,0.0,4.0,17.0,0.0,0.8095238095238095,42.0,2.0,27.0,13.0,0.047619047619047616,0.6428571428571429
Kastoria,17.0,1.0,4.0,12.0,0.058823529411764705,0.7058823529411765,17.0,0.0,1.0,16.0,0.0,0.9411764705882353,34.0,1.0,28.0,5.0,0.029411764705882353,0.8235294117647058
Zulte Waregem,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Fusion,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0
